Dataset,Total_Samples,Avg_Latency,Avg_Throughput,Congestion_Score_Mean,Congestion_Score_Std,Latency_Threshold,Throughput_Threshold,Packet_Delivery_Ratio,Efficiency_Score,Response_Time_Est,Accuracy_Proxy
Temp2A.txt,299,0.0,0.0,0.08223122160813921,0.02486990853767462,0.0,0.0,0.0,0.9177687783918608,0.0,0.8266889632107024
booksim_dataset_raw.csv,340,81.26705882352942,0.1340334294117647,0.31532428113410765,0.12065231879975001,115.09799999999998,0.0407468,0.9298197307627196,0.6846757188658923,81.26705882352942,0.9917647058823529
