step,traffic_pattern,injection_rate,network_load,throughput,avg_latency,network_latency,unstable,congestion_score,hotspot_detected
323,bitcomp,0.00786,0.149422,0.142219,93.57,90.71,0,0.3108226658223628,0
324,bitcomp,0.007813,0.148219,0.140563,96.3,93.58,0,0.3190557722496438,0
325,bitcomp,0.007956,0.152688,0.145297,105.3,101.78,0,0.326322614039149,0
326,bitcomp,0.010164,0.191156,0.173375,121.22,117.65,0,0.36530530764729136,1
327,bitcomp,0.009869,0.184609,0.171187,122.93,116.34,0,0.3528972297038679,1
328,bitcomp,0.010159,0.191156,0.173375,121.22,117.65,0,0.36530530764729136,1
329,bitcomp,0.009983,0.188703,0.174734,125.81,118.85,0,0.3555910479904378,1
330,bitcomp,0.010028,0.189219,0.174859,125.15,119.63,0,0.3560288997897028,1
331,bitcomp,0.01488,0.265469,0.216047,214.14,196.41,1,0.6491507992875393,1
332,bitcomp,0.015165,0.265219,0.215719,220.53,195.41,1,0.6594394720128395,1
333,bitcomp,0.015024,0.267156,0.217,215.81,193.75,1,0.6522272110675422,1
334,bitcomp,0.014967,0.264375,0.213438,217.49,196.04,1,0.6615637645922301,1
335,bitcomp,0.014976,0.264375,0.213438,217.49,196.04,1,0.6615637645922301,1
336,bitcomp,0.019991,0.282094,0.213188,291.88,244.03,1,0.8164647567890665,1
337,bitcomp,0.020048,0.281,0.210187,296.94,244.33,1,0.8327783398488527,1
338,bitcomp,0.020166,0.282187,0.211734,303.98,247.53,1,0.8402962783750089,1
339,bitcomp,0.019977,0.2835,0.215547,280.85,236.66,1,0.7942303903724309,1
340,bitcomp,0.020112,0.281344,0.213672,297.08,242.26,1,0.8208763809520377,1
